data_formatada,descricao_aqi,aqi_final
2013-04-20,Moderate,4.059624533153135
2013-04-21,Moderate,4.095984435000793
2013-04-22,Moderate,4.226160060188436
2013-04-23,Moderate,4.014858975161501
2013-04-24,Moderate,4.1401745558389305
2013-04-25,Moderate,4.154417749652473
2013-04-26,Unhealthy for Sensitive Groups,4.555803991308603
2013-04-27,Unhealthy for Sensitive Groups,4.56313773262603
2013-04-28,Unhealthy for Sensitive Groups,4.562187436234764
2013-04-29,Moderate,4.401233009111336
2013-04-30,Unhealthy for Sensitive Groups,4.63977068383282
2013-05-01,Unhealthy for Sensitive Groups,4.546688808507665
2013-05-02,Unhealthy for Sensitive Groups,4.6562848404220665
2013-05-03,Unhealthy for Sensitive Groups,4.53926540726663
2013-05-04,Unhealthy for Sensitive Groups,4.601367544092575
2013-05-05,Unhealthy for Sensitive Groups,4.777518165096813
2013-05-06,Moderate,4.379550398202988
2013-05-07,Moderate,4.421454814004408
2013-05-08,Moderate,4.129692763534572
2013-05-09,Moderate,4.264659074620894
2013-05-10,Moderate,4.206367227765256
2013-05-11,Moderate,4.347062326082515
2013-05-12,Moderate,4.023440193884221
2013-05-13,Moderate,4.452836709313855
2013-05-14,Unhealthy for Sensitive Groups,4.560733176103303
2013-05-15,Moderate,4.512154854709279
2013-05-16,Moderate,4.349784799990167
2013-05-17,Moderate,3.910802196930656
2013-05-18,Good,3.6148273401260482
2013-05-19,Good,3.696408659891377
2013-05-20,Moderate,4.433273229334436
2013-05-21,Moderate,4.249202620958545
2013-05-22,Moderate,3.998814577197118
2013-05-23,Moderate,4.080060187885613
2013-05-24,Moderate,3.883439322969123
2013-05-25,Moderate,3.9884038345526025
2013-05-26,Moderate,4.093055345441531
2013-05-27,Moderate,4.212926993403133
2013-05-28,Moderate,4.196008908838759
2013-05-29,Moderate,4.072375360463551
2013-05-30,Moderate,4.087760373035846
2013-05-31,Moderate,4.043483810308999
2013-06-01,Moderate,4.2462060826620815
2013-06-02,Moderate,4.154417749652473
2013-06-03,Moderate,4.217605445231565
2013-06-04,Moderate,4.087760373035846
2013-06-05,Moderate,4.489527143198166
2013-06-06,Unhealthy for Sensitive Groups,4.535306636362799
2013-06-07,Unhealthy for Sensitive Groups,4.5945102194839516
2013-06-08,Moderate,4.351504416231852
2013-06-09,Moderate,4.034389166553251
2013-06-10,Unhealthy for Sensitive Groups,4.562014123740179
2013-06-11,Unhealthy for Sensitive Groups,4.80519846189832
2013-06-12,Unhealthy for Sensitive Groups,4.604952799175609
2013-06-13,Moderate,4.523181565860582
2013-06-14,Unhealthy for Sensitive Groups,4.623858211708585
2013-06-15,Moderate,4.279490894167004
2013-06-16,Moderate,4.340460307207651
2013-06-17,Moderate,4.2392305893652535
2013-06-18,Moderate,4.121599367606531
2013-06-19,Moderate,4.361092467330215
2013-06-20,Unhealthy for Sensitive Groups,4.578682899959008
2013-06-21,Unhealthy for Sensitive Groups,4.626528741398123
2013-06-22,Moderate,4.410110121957846
2013-06-23,Moderate,3.955124172718481
2013-06-24,Moderate,3.9065089393567276
2013-06-25,Moderate,4.3113097548481445
2013-06-26,Moderate,4.421701437170635
2013-06-27,Unhealthy for Sensitive Groups,4.642397214280272
2013-06-28,Moderate,4.428063825166988
2013-06-29,Moderate,4.261286697076283
2013-06-30,Unhealthy for Sensitive Groups,4.650233802846904
2013-07-01,Moderate,4.310995460565371
2013-07-02,Moderate,4.038554560790334
2013-07-03,Moderate,3.8871592369478623
2013-07-04,Moderate,4.286492669834679
2013-07-05,Unhealthy for Sensitive Groups,4.572408622371019
2013-07-06,Unhealthy for Sensitive Groups,4.5673475594070485
2013-07-07,Unhealthy,4.977896285664271
2013-07-08,Moderate,4.293062527378515
2013-07-09,Moderate,4.064611756919859
2013-07-10,Moderate,4.057800345755145
2013-07-11,Moderate,4.085397651815598
